"","SITECODE","PERIOD","Site_P","COMMENTS","Start","End","RANGE","MID"
"824","JAN90",6,"JAN90-6","PERIOD M3, DATED 1185-1270, SECOND PHASE OF PRIORY",1185,1270,85,1227.5
"825","JAN90",7,"JAN90-7","PERIOD M4, DATED 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"826","JAN90",8,"JAN90-8","PERIOD M5, 1330-1480, FOURTH PHASE OF PRIORY",1330,1480,150,1405
"827","JAN90",9,"JAN90-9","PERIOD M6, DATED 1480-1540
FIFTH PHASE OF PRIORY",1480,1540,60,1510
"828","JER83",10,"JER83-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
"829","JER83",5,"JER83-5","PERIOD M2, 1144-1185, FIRST PHASE OF PRIORY - ROUND NAVE ETC",1144,1185,41,1164.5
"830","JER83",7,"JER83-7","PERIOD M4, DATED 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"831","JER83",8,"JER83-8","PERIOD M5, 1330-1480, FOURTH PHASE OF PRIORY",1330,1480,150,1405
"832","JER83",9,"JER83-9","PERIOD M6, DATED 1480-1540
FIFTH PHASE OF PRIORY",1480,1540,60,1510
"833","JFN08",2,"JFN08-2","ROMAN PERIOD",43,410,367,226.5
"834","JFN08",3,"JFN08-3","POST-MED 1580-1800",1580,1800,220,1690
"835","JFN08",4,"JFN08-4","POST 1800",1800,2000,200,1900
"836","JON89",10,"JON89-10","PERIOD P1, 1540-1650, DISSOLUTION (BRIEF REFOUNDING), POST-MEDIEVAL MANSIONS",1540,1650,110,1595
"837","JON89",3,"JON89-3","PERIOD S1, EARLY SAXON (450-550) MAINLY RUBBISH PITS",450,550,100,500
"838","JON89",5,"JON89-5","PERIOD M2, 1144-1185, FIRST PHASE OF PRIORY - ROUND NAVE ETC",1144,1185,41,1164.5
"839","JON89",6,"JON89-6","PERIOD M3, 1185-1270, SECOND PHASE OF PRIORY",1185,1270,85,1227.5
"840","JON89",7,"JON89-7","PERIOD M4, 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"841","JON89",8,"JON89-8","PERIOD M5, 1330-1480, FOURTH PHASE OF PRIORY",1330,1480,150,1405
"842","JON89",9,"JON89-9","PERIOD M6, 1480-1540, FIFTH PHASE OF PRIORY",1480,1540,60,1510
"843","JSS92",1,"JSS92-1","AD55",55,55,0,55
"844","JSS92",2,"JSS92-2","AD55-61",55,61,6,58
"845","JSS92",3,"JSS92-3","AD61/2",61,62,1,61.5
"846","JSS92",4,"JSS92-4","AD62-100",62,100,38,81
"847","JSS92",5,"JSS92-5","AD100-20",100,120,20,110
"848","JSS92",6,"JSS92-6","AD120-60",120,160,40,140
"849","KEE90",10,"KEE90-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
"850","KEE90",7,"KEE90-7","PERIOD M4, DATED 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"851","KEE90",8,"KEE90-8","PERIOD M5, 1330-1480, FOURTH PHASE OF PRIORY",1330,1480,150,1405
"852","KEE90",9,"KEE90-9","PERIOD M6, DATED 1480-1540
FIFTH PHASE OF PRIORY",1480,1540,60,1510
"853","KEW98",2,"KEW98-2","EARLY ROMAN BUILDINGS AD 50-120, HARIANIC FIRE AND POST HADR REBUILDING AD 120-200",50,200,150,125
"854","KEW98",3,"KEW98-3","LATE ROMAN PERIOD AD 200-400. DISUSE OF BUILDINGS CONSTRUCTION OF CITY DEFENCES + THEN DARK EARTH",200,400,200,300
"855","KEW98",4,"KEW98-4","AD 400-1200 DISUSE, THEN SAXO NORMAN PITTING AND DITCHES",400,1200,800,800
"856","KEW98",5,"KEW98-5","MEDIEVAL REOCC 1200-1500. INCL GREYFRIARS PRECINCT, MEDIEVAL BASTION + 3RD CITY DITCH",1200,1500,300,1350
"857","KEW98",6,"KEW98-6","POST MED, PRE GREAT FIRE DEVELOPMENT 1500-1700",1500,1700,200,1600
"858","KEW98",7,"KEW98-7","POST MED, POST GREAT FIRE REDEVELOPMENT 1700 ONWARDS",1700,2000,300,1850
"859","KGT06",6,"KGT06-6","AD900-1150",900,1150,250,1025
"860","KHS98",2,"KHS98-2","EARLY ROMAN 50-120",50,120,70,85
"861","KHS98",3,"KHS98-3","POT KILN PERIOD 120-160",120,160,40,140
"862","KHS98",4,"KHS98-4","MID ROMAN 160-250",160,250,90,205
"863","KHS98",5,"KHS98-5","LATE ROMAN 250-400",250,400,150,325
"864","KHS98",6,"KHS98-6","MEDIEVAL 1050-1150",1050,1150,100,1100
"865","KHS98",7,"KHS98-7","LATER MEDIEVAL 1150-1500",1150,1500,350,1325
"866","KHS98",8,"KHS98-8","POSTMEDIEVAL 1500+",1500,2000,500,1750
"867","KHYST82",4,"KHYST82-4","AD 70-100",70,100,30,85
"868","KHYST82",6,"KHYST82-6","AD 120-160",120,160,40,140
"869","KHYST82",7,"KHYST82-7","AD 160-200",160,200,40,180
"870","KIN88",3,"KIN88-3","MID 7TH TO MID 8TH CENTURY",625,775,150,700
"871","KIN88",6,"KIN88-6","MID 7TH TO MID 9TH CENTURY INCLUDING STRATA OF PROBABLE MID-SAXON DATE",625,875,250,750
"872","KNG85",1000,"KNG85-1000","OCCUPATION C 1050-1200 = PERIOD 10 IN MOLA MONOGRAPHS 37-38",1050,1200,150,1125
"873","KNG85",11,"KNG85-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"874","KNG85",12,"KNG85-12","DEVELOPMENT AFTER C 1500 = PERIOD 12 IN MOLA MONOGRAPHS 37-38",1500,2000,500,1750
"875","KNG85",13,"KNG85-13","MODERN - INCLUDED WITH PERIOD 12 IN MOLA MONOGRAPHS 37-38",1900,2000,100,1950
"876","KNG85",2,"KNG85-2","EARLY ROMAN ACTIVITY UP TO THE BOUDICAN FIRE OF AD60",43,60,17,51.5
"877","KNG85",202,"KNG85-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"878","KNG85",203,"KNG85-203","BOUDICAN FIRE DEBRIS = PERIOD 2 PHASE 3 IN MOLA MONOGRAPHS 37-38",60,61,1,60.5
"879","KNG85",3,"KNG85-3","POST-BOUDICAN HIATUS; FLAVIAN REBUILDING; POSSIBLE FLAVIAN FIRE C. AD80/90",80,90,10,85
"880","KNG85",301,"KNG85-301","FLAVIAN REOCCUPATION AND DEVELOPMENT C. AD65-95 = PERIOD 3 PHASE 1 IN MOLA MONOGRAPHS 37-38",65,95,30,80
"881","KNG85",302,"KNG85-302","PIECEMEAL EVIDENCE FOR A FLAVIAN FIRE C. AD90-100 = PERIOD 3 PHASE 2 IN MOLA MONOGRAPHS 37-38",90,100,10,95
"882","KNG85",4,"KNG85-4","LATE 1ST & EARLY 2ND-CENTURY DEVELOPMENT UP TO THE HADRIANIC FIRE OF C. AD135",50,135,85,92.5
"883","KNG85",401,"KNG85-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"884","KNG85",402,"KNG85-402","HADRIANIC FIRE DEBRIS = PERIOD 4 PHASE 2 IN MOLA MONOGRAPHS 37-38",120,140,20,130
"885","KNG85",5,"KNG85-5","POST-HADRIANIC DEVELOPMENT UP TO A POSSIBLE ANTONINE FIRE /LATE 2ND CENTURY",150,200,50,175
"886","KNG85",500,"KNG85-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"887","KNG85",6,"KNG85-6","3RD AND 4TH-CENTURY OCCUPATION",200,400,200,300
"888","KNG85",600,"KNG85-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"889","KNG85",7,"KNG85-7","LATE ROMAN AND SUB-ROMAN EPHEMERAL OCCUPATION AND DARKEARTH ACCUMULATION",200,500,300,350
"890","KNG85",700,"KNG85-700","LATE/SUB-ROMAN: LATE 4TH CENTURY/5TH CENTURY = PERIOD 7 IN MOLA MONOGRAPHS 37-38",350,500,150,425
"891","KNG85",8,"KNG85-8","LATE SAXON AND EARLY MEDIEVAL OCCUPATION: 10TH-12TH CENTURIES",900,1200,300,1050
"892","KNG85",9,"KNG85-9","MEDIEVAL DEVELOPMENT AND POST-MEDIEVAL MODIFICATIONS IN BRICK",1066,2000,934,1533
"893","KNG85",900,"KNG85-900","OCCUPATION C 1000-1050 = PERIOD 9 IN MOLA MONOGRAPHS 37-38",1000,1050,50,1025
"894","KPH05",2,"KPH05-2","EARLY ROMAN
50-200 AD",43,200,157,121.5
"895","KPH05",3,"KPH05-3","LATE ROMAN 200-400AD",200,400,200,300
"896","KPH05",4,"KPH05-4","EARLY MEDIEVAL
1050-1150 AD
",410,1066,656,738
"897","KPH05",5,"KPH05-5","HIGH MEDIEVAL
1150-1350 AD",1066,1240,174,1153
"898","KPH05",6,"KPH05-6","LATE MEDIEVAL
1350-1500 AD",1240,1485,245,1362.5
"899","KPH05",7,"KPH05-7","EARLY POST MEDIEVAL
1500-1600",1485,1600,115,1542.5
"900","KPH05",8,"KPH05-8","LATE POST MEDIEVAL 1600-1800
1600-1800",1600,1800,200,1700
"901","KPH05",9,"KPH05-9","MODERN
1800-POST WWII",1900,2000,100,1950
"902","KWH96",0,"KWH96-0","NO PERIOD ASSIGNED FOR LUNDENWIC PROJECT. PREVIOUSLY (FOR LA) POST MEDIEVAL",1485,2000,515,1742.5
"903","KWH96",2,"KWH96-2","MC5-MC7 HERE ACTUALLY MESO TO LATE IRON AGE AND ROMAN. PREVIOUSLY (FOR LA) P1 AND 2",-10000,410,10410,-4795
"904","KWH96",3,"KWH96-3","MC7-MC8 POST INTRODUCTION OF CHAFF. PREVIOUSLY (FOR LA) P3 (675-730)",675,730,55,702.5
"905","KWH96",4,"KWH96-4","MC8-MC9. POST INTRODUCTION OF IPSWICH. PREVIOUSLY (FOR LA) P4 (730-850)",730,850,120,790
"906","KWH96",7,"KWH96-7","MC9-EC17 'DARK EARTH'. HERE LATE MED/PMED FEATURES. PREVIOUSLY (FOR LA) P5 (MEDIEVAL)",1240,2000,760,1620
"907","KWY98",4,"KWY98-4","Mid 8th-mid 9th C",725,875,150,800
"908","KWY98",6,"KWY98-6","Late7th-mid 9th C",650,875,225,762.5
"909","LBA95",2,"LBA95-2","c AD 50-160",50,160,110,105
"910","LBA95",3,"LBA95-3","c AD 160-300",160,300,140,230
"911","LBB95",3,"LBB95-3","c AD 60-200",60,200,140,130
"912","LBB95",4,"LBB95-4","C AD 200-300",200,300,100,250
"913","LBC95",2,"LBC95-2","c AD 300-400",300,400,100,350
"914","LBD95",2,"LBD95-2","c AD 50-400",50,400,350,225
"915","LBE95",2,"LBE95-2","c AD 60-120",60,120,60,90
"916","LBE95",3,"LBE95-3","c AD 120-200",120,200,80,160
"917","LBE95",4,"LBE95-4","c AD 200-300",200,300,100,250
"918","LBE95",5,"LBE95-5","c AD 300-400",300,400,100,350
"919","LBH94",2,"LBH94-2","c AD 120-250",120,250,130,185
"920","LBI95",1,"LBI95-1","Pre-AD 70",50,70,20,60
"921","LBI95",2,"LBI95-2","c AD 70-80",70,80,10,75
"922","LBI95",3,"LBI95-3","c AD 80-100",80,100,20,90
"923","LBI95",4,"LBI95-4","c AD 100-140",100,140,40,120
"924","LBI95",5,"LBI95-5","c AD 140+",140,410,270,275
"925","LBJ95",2,"LBJ95-2","c AD 120-160/200",120,200,80,160
"926","LBN08",3,"LBN08-3","LATE 1ST CENTURY",50,100,50,75
"927","LBN08",4,"LBN08-4","EARLY-MID 2ND CENTURY",100,175,75,137.5
"928","LBN08",5,"LBN08-5","3RD CENTURY",200,300,100,250
"929","LBN08",6,"LBN08-6","LATE ROMAN (4TH CENTURY)",300,400,100,350
"930","LBN08",8,"LBN08-8","16TH TO 17TH CENTURY",1500,1700,200,1600
"931","LBN08",9,"LBN08-9","18TH TO 19TH CENTURY",1700,1900,200,1800
"932","LD74",10,"LD74-10","Late 4th C AD; disuse, soil accumulation",350,400,50,375
"933","LD74",3,"LD74-3","1st to early 2nd C AD; cremation burials",43,150,107,96.5
"934","LD74",4,"LD74-4","3rd C AD; post-built structure",200,300,100,250
"935","LD74",6,"LD74-6","3rd C AD; boundary ditches and timber building",200,300,100,250
"936","LD74",7,"LD74-7","3rd C AD; disuse of timber building and replacement ditches",200,300,100,250
"937","LD74",8,"LD74-8","Mid 4th C; timber-lined tanks, drains and metalling",350,400,50,375
"938","LD74",9,"LD74-9","Late 4th C AD; demolition deposit and inhumation burials",350,400,50,375
"939","LD76",10,"LD76-10","Late 4th C AD; disuse, soil accumulation",350,400,50,375
"940","LD76",2,"LD76-2","1st to early 2nd C AD; brickearth quarrying",43,150,107,96.5
"941","LD76",3,"LD76-3","1st to early 2nd C AD; cremation burials",43,150,107,96.5
"942","LD76",4,"LD76-4","3rd C AD; post-built structure",200,300,100,250
"943","LD76",5,"LD76-5","3rd C AD; widespread pitting",200,300,100,250
"944","LD76",6,"LD76-6","3rd C AD; boundary ditches and timber building",200,300,100,250
"945","LD76",7,"LD76-7","3rd C AD; disuse of timber building and replacement ditches",200,300,100,250
"946","LD76",9,"LD76-9","Late 4th C AD; demolition deposit and inhumation burials",350,400,50,375
"947","LDN01",2,"LDN01-2","PREHISTORIC  400BC - AD50",-400,50,450,-175
"948","LDN01",3,"LDN01-3","EARLY ROMAN FIST CENTURY AD 50- 100",50,100,50,75
"949","LDN01",4,"LDN01-4","SECOND CENTURY ROMAN AD100-200",100,200,100,150
"950","LDN01",5,"LDN01-5","LATER ROMAN AD 200-410",200,410,210,305
"951","LDN01",6,"LDN01-6","SAXO-NORMAN (POST ROMAN)
AD 410-1150",1050,1150,100,1100
"952","LDN01",7,"LDN01-7","MEDEIVAL AD 1150-1500",1150,1500,350,1325
"953","LDN01",8,"LDN01-8","POST MEDEIVAL AD 1500-1900 (PRESENT DAY)",1500,1900,400,1700
"954","LER91",6,"LER91-6","AD 120-160",120,160,40,140
"955","LER91",9,"LER91-9","AD 270-350",270,350,80,310
"956","LGC00",2,"LGC00-2","MIDDLE SAXON (AD 650-850)",650,850,200,750
"957","LGC00",3,"LGC00-3","17TH AND 18TH CENTURIES",1600,1800,200,1700
"958","LGC00",4,"LGC00-4","19TH CENTURY",1800,1900,100,1850
"959","LHY88",1000,"LHY88-1000","OCCUPATION C 1050-1200 = PERIOD 10 IN MOLA MONOGRAPHS 37-38",1050,1200,150,1125
"960","LHY88",11,"LHY88-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"961","LHY88",2,"LHY88-2","EXTERNAL ACTIVITY AND EPHEMERAL STRUCTURES; FLAVIAN TO HADRIANIC",70,140,70,105
"962","LHY88",3,"LHY88-3","BUILDING 1 PHASE 1 AD140-AD270",140,270,130,205
"963","LHY88",4,"LHY88-4","BUILDING 1 PHASE 2 AD270-AD350",270,350,80,310
"964","LHY88",401,"LHY88-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"965","LHY88",5,"LHY88-5","EXTERNAL ACTIVITY; LATE 4TH CENTURY AND LATER",350,410,60,380
"966","LHY88",500,"LHY88-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"967","LHY88",600,"LHY88-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"968","LHY88",700,"LHY88-700","LATE/SUB-ROMAN: LATE 4TH CENTURY/5TH CENTURY = PERIOD 7 IN MOLA MONOGRAPHS 37-38",350,500,150,425
"969","LLW03",2,"LLW03-2","MEDIEVAL 1250-1350",1250,1350,100,1300
"970","LLW03",3,"LLW03-3","POST-MEDIEVAL",1485,2000,515,1742.5
"971","LMZ06",2,"LMZ06-2","Medieval",1066,1485,419,1275.5
"972","LOM88",11,"LOM88-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"973","LOM88",2,"LOM88-2","EXTERNAL ACTIVITY AND STRUCTURES UP TO C AD60",43,60,17,51.5
"974","LOM88",201,"LOM88-201","EARLIEST ROMAN OCCUPATION  C. AD48-53 = PERIOD 2 PHASE 1 IN MOLA MONOGRAPHS 37-38",48,53,5,50.5
"975","LOM88",202,"LOM88-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"976","LOM88",3,"LOM88-3","EXTERNAL ACTIVITY AND STRUCTURES FROM AD70 UP TO THE HADRIANIC FIRE",70,140,70,105
"977","LOM88",4,"LOM88-4","EXTERNAL ACTIVITY IN THE MID/LATE 2ND CENTURY AND LATER",125,410,285,267.5
"978","LOM88",401,"LOM88-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"979","LOM88",402,"LOM88-402","HADRIANIC FIRE DEBRIS = PERIOD 4 PHASE 2 IN MOLA MONOGRAPHS 37-38",120,140,20,130
"980","LOM88",5,"LOM88-5","EXTERNAL ACTIVITY AND MASONRY STRUCTURES IN THE 3RD/4TH CENTURIES",200,400,200,300
"981","LOM88",500,"LOM88-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"982","LOM88",600,"LOM88-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"983","LOM88",900,"LOM88-900","OCCUPATION C 1000-1050 = PERIOD 9 IN MOLA MONOGRAPHS 37-38",1000,1050,50,1025
"984","LUB98",2,"LUB98-2","ROMAN - SOLE FEATURE IS BACKFILLED WELL",43,410,367,226.5
"985","LUB98",5,"LUB98-5","MEDIEVAL ACTIVITY - RUBBISH PIT AND CESS PIT 1380-1500",1380,1500,120,1440
"986","LUB98",6,"LUB98-6","POST-MEDIEVAL - WELL, CESS PIT",1485,2000,515,1742.5
"987","LUB98",7,"LUB98-7","POST-MEDIEVAL CESS PITS",1485,2000,515,1742.5
"988","LUB98",8,"LUB98-8","MODERN",1900,2000,100,1950
"989","LVL97",6,"LVL97-6","1000-1200",1000,1200,200,1100
"990","LVL97",7,"LVL97-7","1200-1500",1200,1500,300,1350
"991","LVL97",8,"LVL97-8","1500-1800",1500,1800,300,1650
"992","LYD88",2,"LYD88-2","INITIAL EARLY ROMAN LANDUSE. 1ST CENTURY AD",43,100,57,71.5
"993","LYD88",3,"LYD88-3","FLAVIAN DEVELOPMENT OF THE SITE AD70-100",70,100,30,85
"994","LYD88",4,"LYD88-4","2ND CENTURY AD, DEVELOPMENT/OCCUPATION

2ND CENTURY AD, DEVELOPMENT/OCCUPATION",100,200,100,150
"995","MBC98",1,"MBC98-1","Phase 1: Early 13th – Early 14th Century ",1200,1350,150,1275
"996","MBC98",2,"MBC98-2","Phase 2: Mid 14th – Late 15th Century ",1325,1500,175,1412.5
"997","MBC98",3,"MBC98-3","Phase 3: Post-Medieval; 16th – 18th century ",1500,1800,300,1650
"998","MBC98",4,"MBC98-4","The pre-modern City (18th-19th C)",1700,1900,200,1800
"999","MCF06",7,"MCF06-7","1350–1538 (Dissolution) (from abbey)",1350,1538,188,1444
"1000","MCF06",9,"MCF06-9"," c1683 to 19th century (from a taven)",1683,1900,217,1791.5
"1001","MFB98",1,"MFB98-1","The waterfront prior to the mid 14th century",1127,1375,248,1251
"1002","MFB98",2,"MFB98-2","Mid-14th to mid-15th C waterfront",1325,1475,150,1400
"1003","MFB98",3,"MFB98-3","The post-medieval waterfronts",1500,1800,300,1650
"1004","MFB98",4,"MFB98-4","Pre-modern Southwark (18th-19th C)",1700,1900,200,1800
"1005","MHO92",12,"MHO92-12","DEVELOPMENT AFTER C 1500 = PERIOD 12 IN MOLA MONOGRAPHS 37-38 (THOUGH THIS SITE IS NOT COVERED BY MONO 38)",1500,2000,500,1750
"1006","MHO92",2,"MHO92-2","EARLY ROMAN ACTIVITY TO AD60",43,60,17,51.5
"1007","MHO92",202,"MHO92-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"1008","MHO92",3,"MHO92-3","LATE 1ST AND EARLY 2ND-C ACTIVITY AD60-135",60,135,75,97.5
"1009","MHO92",4,"MHO92-4","POST-HADRIANIC AND LATE ROMAN ACTIVITY AD135-400",135,400,265,267.5
"1010","MHO92",401,"MHO92-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"1011","MHO92",402,"MHO92-402","HADRIANIC FIRE DEBRIS = PERIOD 4 PHASE 2 IN MOLA MONOGRAPHS 37-38",120,140,20,130
"1012","MHO92",5,"MHO92-5","POST-ROMAN ACTIVITY",410,2000,1590,1205
"1013","MHO92",600,"MHO92-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"1014","MLB92",2,"MLB92-2","AD 50 - AD 100/120",50,120,70,85
"1015","MLB92",3,"MLB92-3","AD 100/120 - AD 160/250",100,250,150,175
"1016","MLB92",4,"MLB92-4","AD 250 - AD 400/420",250,420,170,335
"1017","MLB92",5,"MLB92-5","AD 900 - AD 1200",900,1200,300,1050
"1018","MLB92",6,"MLB92-6","AD 1200 - AD 1480",1200,1480,280,1340
"1019","MLB92",7,"MLB92-7","AD 1480 - AD 1800",1480,1800,320,1640
"1020","MNU11",201,"MNU11-201","ROMAN, MID 1ST CENTURY, INITIAL WATERFRONT DEVELOPMENT. PERIOD 2, PHASE 1
",43,75,32,59
"1021","MNU11",202,"MNU11-202","ROMAN, MID 1ST CENTURY, SECONDARY WATERFRONT DEVELOPMENT. PERIOD 2, PHASE 2",43,75,32,59
"1022","MNU11",203,"MNU11-203","ROMAN, MID 1ST CENTURY, THE LANDING STAGE. PERIOD 2, PHASE 3",43,75,32,59
"1023","MNU11",204,"MNU11-204","ROMAN, LATE 1ST CENTURY. FURTHER DEVELOPMENT OF THE WATERFRONT AND THE UPPER TERRACE IN ZONE 5, AD 70-100.  PERIOD 2, PHASE 4",70,100,30,85
"1024","MNU11",205,"MNU11-205","ROMAN, 2ND CENTURY DEVELOPMENT OF THE UPPER TERRACE IN ZONE 5, AD 100-160. PERIOD 2, PHASE 5",100,160,60,130
"1025","MNU11",206,"MNU11-206","ROMAN, 3RD CENTURY DEVELOPMENT OT THE UPPER TERRACE IN ZONE 5. PERIOD 2, PHASE 6",200,300,100,250
"1026","MNU11",300,"MNU11-300","SAXO-NORMAN DEVELOPMENT OF THE UPPER TERRACE IN ZONE 5, 900-1150. PERIOD 3",600,1150,550,875
"1027","MNU11",400,"MNU11-400","POST-MEDIEVAL DEVELOPMENT, ZONE 4 AND THE UPPER TERRACE IN ZONE 5, 1700-1900. PERIOD 4",1700,1900,200,1800
"1028","MOR87",10,"MOR87-10","The end of Fastolf Place and changes to the waterfront in the 17th C",1600,1700,100,1650
"1029","MOR87",2,"MOR87-2","Activity in the Roman period",43,410,367,226.5
"1030","MOR87",3,"MOR87-3","Activity from the 11th to the 13th C",1000,1300,300,1150
"1031","MOR87",4,"MOR87-4","Dunley's Place and the Rosary in the 14th C",1324,1400,76,1362
"1032","MOR87",5,"MOR87-5","Dunley's Place and the reclamation of the Thames waterfront in the late 14th and early 15th centuries",1350,1440,90,1395
"1033","MOR87",6,"MOR87-6","Fastolf Place (the former Dunley's Place): its moats and river frontage in the mid 15th C",1440,1475,35,1457.5
"1034","MOR87",7,"MOR87-7","Fastolf Place: waterfront development and the construction of a tidal mill, late 15th to early 16th C",1459,1550,91,1504.5
"1035","MOR87",8,"MOR87-8","Fastolf Place: changes in the first half of the 16th C",1500,1550,50,1525
"1036","MOR87",9,"MOR87-9","Fastolf Place: further changes to the moats and waterfronts in the late 16th C",1550,1600,50,1575
"1037","MOR88",10,"MOR88-10","The end of Fastolf Place and changes to the waterfront in the 17th C",1600,1700,100,1650
"1038","MOR88",2,"MOR88-2","Activity in the Roman period",43,410,367,226.5
"1039","MOR88",3,"MOR88-3","Activity from the 11th to the 13th C",1000,1300,300,1150
"1040","MOR88",4,"MOR88-4","Dunley's Place and the Rosary in the 14th C",1324,1400,76,1362
"1041","MOR88",5,"MOR88-5","Dunley's Place and the reclamation of the Thames waterfront in the late 14th and early 15th centuries",1350,1440,90,1395
"1042","MOR88",6,"MOR88-6","Fastolf Place (the former Dunley's Place): its moats and river frontage in the mid 15th C",1440,1475,35,1457.5
"1043","MOR88",7,"MOR88-7","Fastolf Place: waterfront development and the construction of a tidal mill, late 15th to early 16th C",1459,1550,91,1504.5
"1044","MOR88",8,"MOR88-8","Fastolf Place: changes in the first half of the 16th C",1500,1550,50,1525
"1045","MOR88",9,"MOR88-9","Fastolf Place: further changes to the moats and waterfronts in the late 16th C",1550,1600,50,1575
"1046","MPY86",10,"MPY86-10","DEVELOPMENTS FROM 1700  - LATER POST-MED ETC ACTIVITY = P3",1700,2000,300,1850
"1047","MPY86",11,"MPY86-11","UNSTRATIFIED HUMAN BURIALS FROM ALL AREAS DATING TO BETWEEN C 1117 TO C 1538 = M5",1117,1538,421,1327.5
"1048","MPY86",3,"MPY86-3","INITIAL PRIORY ACTIVITY - FOUNDATION +  ACTIVITY IN C12TH AND EARLY C13TH  C 1117 TO 1222 = M1",1117,1222,105,1169.5
"1049","MPY86",4,"MPY86-4","1222 - C1300 EXPANSION OF PRIORY AFTER PARTIAL DESTRUCTION OF CHURCH IN 1222 (DOC REF) = M2",1222,1300,78,1261
"1050","MPY86",6,"MPY86-6","C 1300 TO C 1395 - ENLARGEMENT OF CHURCH (TO EAST) + OTHER BUILDING  ALTERATIONS = M3",1300,1395,95,1347.5
"1051","MPY86",7,"MPY86-7","C1395 TO 1538 LAST PHASE PRIORY ACTIVITY - REPAIRS TO BUILDINGS, ACTIVITY TO DISSOLUTION = M4",1395,1538,143,1466.5
"1052","MPY86",8,"MPY86-8","DISSOLUTION ACTIVITY TO MID 16TH CENTURY = P1",1538,1575,37,1556.5
"1053","MPY86",9,"MPY86-9","C MID 16TH TO 1700 - PHASE OF  POST- MED ACTIVITY = P2",1525,1700,175,1612.5
"1054","MRG95",2,"MRG95-2","EARLY ROMAN FEATURES 50-120",50,120,70,85
"1055","MRG95",3,"MRG95-3","POT KILN PERIOD 120-160",120,160,40,140
"1056","MRG95",4,"MRG95-4","MID ROMAN PERIOD 160-250",160,250,90,205
"1057","MRG95",5,"MRG95-5","LATE ROMAN 250-400",250,400,150,325
"1058","MRG95",6,"MRG95-6","MEDIEVAL 1050-1150",1050,1150,100,1100
"1059","MRG95",7,"MRG95-7","LATE MEDIEVAL 1150-1500",1150,1500,350,1325
"1060","MRG95",8,"MRG95-8","POST-MEDIEVAL 1500+",1500,2000,500,1750
